10-digit PSGC,Name,Geographic Level
1380606135,Barangay 529,Bgy
1380606136,Barangay 530,Bgy
1380606137,Barangay 531,Bgy
1380606138,Barangay 532,Bgy
1380606139,Barangay 533,Bgy
1380606140,Barangay 534,Bgy
1380606141,Barangay 535,Bgy
1380606142,Barangay 536,Bgy
1380606143,Barangay 537,Bgy
1380606144,Barangay 538,Bgy
1380606145,Barangay 539,Bgy
1380606146,Barangay 540,Bgy
1380606147,Barangay 541,Bgy
1380606148,Barangay 542,Bgy
1380606149,Barangay 543,Bgy
1380606150,Barangay 544,Bgy
1380606151,Barangay 545,Bgy
1380606152,Barangay 546,Bgy
1380606153,Barangay 547,Bgy
1380606154,Barangay 548,Bgy
1380606155,Barangay 549,Bgy
1380606156,Barangay 550,Bgy
1380606157,Barangay 551,Bgy
1380606158,Barangay 552,Bgy
1380606159,Barangay 553,Bgy
1380606160,Barangay 554,Bgy
1380606161,Barangay 555,Bgy
1380606162,Barangay 556,Bgy
1380606163,Barangay 557,Bgy
1380606164,Barangay 558,Bgy
1380606165,Barangay 559,Bgy
1380606166,Barangay 560,Bgy
1380606167,Barangay 561,Bgy
1380606168,Barangay 562,Bgy
1380606169,Barangay 563,Bgy
1380606170,Barangay 564,Bgy
1380606171,Barangay 565,Bgy
1380606172,Barangay 566,Bgy
1380606173,Barangay 567,Bgy
1380606174,Barangay 568,Bgy
1380606175,Barangay 569,Bgy
1380606176,Barangay 570,Bgy
1380606177,Barangay 571,Bgy
1380606178,Barangay 572,Bgy
1380606179,Barangay 573,Bgy
1380606180,Barangay 574,Bgy
1380606181,Barangay 575,Bgy
1380606182,Barangay 576,Bgy
1380606183,Barangay 577,Bgy
1380606184,Barangay 578,Bgy
1380606185,Barangay 579,Bgy
1380606186,Barangay 580,Bgy
1380606187,Barangay 581,Bgy
1380606188,Barangay 582,Bgy
1380606189,Barangay 583,Bgy
1380606190,Barangay 584,Bgy
1380606191,Barangay 585,Bgy
1380606192,Barangay 586,Bgy
1380606193,Barangay 587,Bgy
1380606194,Barangay 587-A,Bgy
1380606195,Barangay 588,Bgy
1380606196,Barangay 589,Bgy
1380606197,Barangay 590,Bgy
1380606198,Barangay 591,Bgy
1380606199,Barangay 592,Bgy
1380606200,Barangay 593,Bgy
1380606201,Barangay 594,Bgy
1380606202,Barangay 595,Bgy
1380606203,Barangay 596,Bgy
1380606204,Barangay 597,Bgy
1380606205,Barangay 598,Bgy
1380606206,Barangay 599,Bgy
1380606207,Barangay 600,Bgy
1380606208,Barangay 601,Bgy
1380606209,Barangay 602,Bgy
1380606210,Barangay 603,Bgy
1380606211,Barangay 604,Bgy
1380606212,Barangay 605,Bgy
1380606213,Barangay 606,Bgy
1380606214,Barangay 607,Bgy
1380606215,Barangay 608,Bgy
1380606216,Barangay 609,Bgy
1380606217,Barangay 610,Bgy
1380606218,Barangay 611,Bgy
1380606219,Barangay 612,Bgy
1380606220,Barangay 613,Bgy
1380606221,Barangay 614,Bgy
1380606222,Barangay 615,Bgy
1380606223,Barangay 616,Bgy
1380606224,Barangay 617,Bgy
1380606225,Barangay 618,Bgy
1380606226,Barangay 619,Bgy
1380606227,Barangay 620,Bgy
1380606228,Barangay 621,Bgy
1380606229,Barangay 622,Bgy
1380606230,Barangay 623,Bgy
1380606231,Barangay 624,Bgy
1380606232,Barangay 625,Bgy
1380606233,Barangay 626,Bgy
1380606234,Barangay 627,Bgy
1380606235,Barangay 628,Bgy
1380606236,Barangay 629,Bgy
1380606237,Barangay 630,Bgy
1380606238,Barangay 631,Bgy
1380606239,Barangay 632,Bgy
1380606240,Barangay 633,Bgy
1380606241,Barangay 634,Bgy
1380606242,Barangay 635,Bgy
1380606243,Barangay 636,Bgy
1380607000,San Miguel,SubMun
1380607001,Barangay 637,Bgy
1380607002,Barangay 638,Bgy
1380607003,Barangay 639,Bgy
1380607004,Barangay 640,Bgy
1380607005,Barangay 641,Bgy
1380607006,Barangay 642,Bgy
1380607007,Barangay 643,Bgy
1380607008,Barangay 644,Bgy
1380607009,Barangay 645,Bgy
1380607010,Barangay 646,Bgy
1380607011,Barangay 647,Bgy
1380607012,Barangay 648,Bgy
1380608000,Ermita,SubMun
1380608001,Barangay 659,Bgy
1380608002,Barangay 659-A,Bgy
1380608003,Barangay 660,Bgy
1380608004,Barangay 660-A,Bgy
1380608005,Barangay 661,Bgy
1380608008,Barangay 666,Bgy
1380608009,Barangay 667,Bgy
1380608010,Barangay 668,Bgy
1380608011,Barangay 669,Bgy
1380608012,Barangay 670,Bgy
1380608013,Barangay 663,Bgy
1380608014,Barangay 663-A,Bgy
1380608015,Barangay 664,Bgy
1380609000,Intramuros,SubMun
1380609001,Barangay 654,Bgy
1380609002,Barangay 655,Bgy
1380609003,Barangay 656,Bgy
1380609004,Barangay 657,Bgy
1380609005,Barangay 658,Bgy
1380610000,Malate,SubMun
1380610004,Barangay 689,Bgy
1380610005,Barangay 690,Bgy
1380610006,Barangay 691,Bgy
1380610007,Barangay 692,Bgy
1380610008,Barangay 693,Bgy
1380610009,Barangay 694,Bgy
1380610010,Barangay 695,Bgy
1380610011,Barangay 696,Bgy
1380610012,Barangay 697,Bgy
1380610013,Barangay 698,Bgy
1380610014,Barangay 699,Bgy
1380610015,Barangay 700,Bgy
1380610016,Barangay 701,Bgy
1380610017,Barangay 702,Bgy
1380610018,Barangay 703,Bgy
1380610019,Barangay 704,Bgy
1380610020,Barangay 705,Bgy
1380610021,Barangay 706,Bgy
1380610022,Barangay 707,Bgy
1380610023,Barangay 708,Bgy
1380610024,Barangay 709,Bgy
1380610025,Barangay 710,Bgy
1380610026,Barangay 711,Bgy
1380610027,Barangay 712,Bgy
1380610028,Barangay 713,Bgy
1380610029,Barangay 714,Bgy
1380610030,Barangay 715,Bgy
1380610031,Barangay 716,Bgy
1380610032,Barangay 717,Bgy
1380610033,Barangay 718,Bgy
1380610034,Barangay 719,Bgy
1380610035,Barangay 720,Bgy
1380610036,Barangay 721,Bgy
1380610037,Barangay 722,Bgy
1380610038,Barangay 723,Bgy
1380610039,Barangay 724,Bgy
1380610040,Barangay 725,Bgy
1380610041,Barangay 726,Bgy
1380610042,Barangay 727,Bgy
1380610043,Barangay 728,Bgy
1380610044,Barangay 729,Bgy
1380610045,Barangay 730,Bgy
1380610046,Barangay 731,Bgy
1380610047,Barangay 732,Bgy
1380610048,Barangay 733,Bgy
1380610052,Barangay 738,Bgy
1380610053,Barangay 739,Bgy
1380610054,Barangay 740,Bgy
1380610055,Barangay 741,Bgy
1380610056,Barangay 742,Bgy
1380610057,Barangay 743,Bgy
1380610058,Barangay 744,Bgy
1380610059,Barangay 688,Bgy
1380610060,Barangay 735,Bgy
1380610061,Barangay 736,Bgy
1380610062,Barangay 737,Bgy
1380610063,Barangay 734,Bgy
1380611000,Paco,SubMun
1380611001,Barangay 662,Bgy
1380611004,Barangay 664-A,Bgy
1380611005,Barangay 671,Bgy
1380611006,Barangay 672,Bgy
1380611007,Barangay 673,Bgy
1380611008,Barangay 674,Bgy
1380611009,Barangay 675,Bgy
1380611010,Barangay 676,Bgy
1380611011,Barangay 677,Bgy
1380611012,Barangay 678,Bgy
1380611013,Barangay 679,Bgy
1380611014,Barangay 680,Bgy
1380611015,Barangay 681,Bgy
1380611016,Barangay 682,Bgy
1380611017,Barangay 683,Bgy
1380611018,Barangay 684,Bgy
1380611019,Barangay 685,Bgy
1380611023,Barangay 809,Bgy
1380611024,Barangay 810,Bgy
1380611025,Barangay 811,Bgy
1380611026,Barangay 812,Bgy
1380611027,Barangay 813,Bgy
1380611028,Barangay 814,Bgy
1380611029,Barangay 815,Bgy
1380611030,Barangay 816,Bgy
1380611031,Barangay 817,Bgy
1380611032,Barangay 818,Bgy
1380611034,Barangay 819,Bgy
1380611035,Barangay 820,Bgy
1380611036,Barangay 821,Bgy
1380611037,Barangay 822,Bgy
1380611038,Barangay 823,Bgy
1380611039,Barangay 824,Bgy
1380611040,Barangay 825,Bgy
1380611041,Barangay 826,Bgy
1380611042,Barangay 827,Bgy
1380611043,Barangay 828,Bgy
1380611044,Barangay 829,Bgy
1380611045,Barangay 830,Bgy
1380611046,Barangay 831,Bgy
1380611047,Barangay 832,Bgy
1380611048,Barangay 686,Bgy
1380611049,Barangay 687,Bgy
1380612000,Pandacan,SubMun
1380612001,Barangay 833,Bgy
1380612002,Barangay 834,Bgy
1380612003,Barangay 835,Bgy
1380612004,Barangay 836,Bgy
1380612005,Barangay 837,Bgy
1380612006,Barangay 838,Bgy
1380612007,Barangay 839,Bgy
1380612008,Barangay 840,Bgy
1380612009,Barangay 841,Bgy
1380612010,Barangay 842,Bgy
1380612011,Barangay 843,Bgy
1380612012,Barangay 844,Bgy
1380612013,Barangay 845,Bgy
1380612014,Barangay 846,Bgy
1380612015,Barangay 847,Bgy
1380612016,Barangay 848,Bgy
1380612017,Barangay 849,Bgy
1380612018,Barangay 850,Bgy
1380612019,Barangay 851,Bgy
1380612020,Barangay 852,Bgy
1380612021,Barangay 853,Bgy
1380612023,Barangay 855,Bgy
1380612024,Barangay 856,Bgy
1380612025,Barangay 857,Bgy
1380612026,Barangay 858,Bgy
1380612027,Barangay 859,Bgy
1380612028,Barangay 860,Bgy
1380612029,Barangay 861,Bgy
1380612030,Barangay 862,Bgy
1380612031,Barangay 863,Bgy
1380612032,Barangay 864,Bgy
1380612033,Barangay 865,Bgy
1380612034,Barangay 867,Bgy
1380612035,Barangay 868,Bgy
1380612036,Barangay 870,Bgy
1380612037,Barangay 871,Bgy
1380612038,Barangay 872,Bgy
1380612039,Barangay 869,Bgy
1380613000,Port Area,SubMun
1380613001,Barangay 649,Bgy
1380613002,Barangay 650,Bgy
1380613003,Barangay 651,Bgy
1380613004,Barangay 652,Bgy
1380613005,Barangay 653,Bgy
1380614000,Santa Ana,SubMun
1380614002,Barangay 745,Bgy
1380614003,Barangay 746,Bgy
1380614004,Barangay 747,Bgy
1380614005,Barangay 748,Bgy
1380614006,Barangay 749,Bgy
1380614007,Barangay 750,Bgy
1380614008,Barangay 751,Bgy
1380614009,Barangay 752,Bgy
1380614010,Barangay 753,Bgy
1380614011,Barangay 755,Bgy
1380614012,Barangay 756,Bgy
1380614013,Barangay 757,Bgy
1380614014,Barangay 758,Bgy
1380614015,Barangay 759,Bgy
1380614016,Barangay 760,Bgy
1380614017,Barangay 761,Bgy
1380614018,Barangay 762,Bgy
1380614019,Barangay 763,Bgy
1380614020,Barangay 764,Bgy
1380614021,Barangay 765,Bgy
1380614022,Barangay 766,Bgy
1380614023,Barangay 767,Bgy
1380614024,Barangay 768,Bgy
1380614025,Barangay 769,Bgy
1380614026,Barangay 770,Bgy
1380614027,Barangay 771,Bgy
1380614028,Barangay 772,Bgy
1380614029,Barangay 773,Bgy
1380614030,Barangay 774,Bgy
1380614031,Barangay 775,Bgy
1380614032,Barangay 776,Bgy
1380614033,Barangay 777,Bgy
1380614034,Barangay 778,Bgy
1380614035,Barangay 779,Bgy
1380614036,Barangay 780,Bgy
1380614037,Barangay 781,Bgy
1380614038,Barangay 782,Bgy
1380614039,Barangay 783,Bgy
1380614040,Barangay 784,Bgy
1380614041,Barangay 785,Bgy
1380614042,Barangay 786,Bgy
1380614043,Barangay 787,Bgy
1380614044,Barangay 788,Bgy
1380614045,Barangay 789,Bgy
1380614046,Barangay 790,Bgy
1380614047,Barangay 791,Bgy
1380614048,Barangay 792,Bgy
1380614049,Barangay 793,Bgy
1380614050,Barangay 794,Bgy
1380614051,Barangay 795,Bgy
1380614052,Barangay 796,Bgy
1380614053,Barangay 797,Bgy
1380614054,Barangay 798,Bgy
1380614055,Barangay 799,Bgy
1380614056,Barangay 800,Bgy
1380614057,Barangay 801,Bgy
1380614058,Barangay 802,Bgy
1380614059,Barangay 803,Bgy
1380614060,Barangay 804,Bgy
1380614061,Barangay 805,Bgy
1380614062,Barangay 806,Bgy
1380614063,Barangay 807,Bgy
1380614064,Barangay 866,Bgy
1380614066,Barangay 873,Bgy
1380614067,Barangay 874,Bgy
1380614068,Barangay 875,Bgy
1380614069,Barangay 876,Bgy
1380614070,Barangay 877,Bgy
1380614071,Barangay 878,Bgy
1380614072,Barangay 879,Bgy
1380614073,Barangay 880,Bgy
1380614074,Barangay 881,Bgy
1380614075,Barangay 882,Bgy
1380614076,Barangay 883,Bgy
1380614077,Barangay 884,Bgy
1380614078,Barangay 885,Bgy
1380614079,Barangay 886,Bgy
1380614080,Barangay 887,Bgy
1380614081,Barangay 888,Bgy
1380614082,Barangay 889,Bgy
1380614083,Barangay 890,Bgy
1380614084,Barangay 891,Bgy
1380614085,Barangay 892,Bgy
1380614086,Barangay 893,Bgy
1380614087,Barangay 894,Bgy
1380614088,Barangay 895,Bgy
1380614089,Barangay 896,Bgy
1380614090,Barangay 897,Bgy
1380614091,Barangay 898,Bgy
1380614092,Barangay 899,Bgy
1380614093,Barangay 900,Bgy
1380614094,Barangay 901,Bgy
1380614095,Barangay 902,Bgy
1380614096,Barangay 903,Bgy
1380614097,Barangay 904,Bgy
1380614098,Barangay 905,Bgy
1380614099,Barangay 754,Bgy
1380614100,Barangay 808,Bgy
1380614101,Barangay 818-A,Bgy
1380700000,City of Marikina,City
1380700001,Barangka,Bgy
1380700002,Calumpang,Bgy
1380700003,Concepcion Uno,Bgy
1380700004,Jesus De La Peña,Bgy
1380700005,Malanday,Bgy
1380700006,Nangka,Bgy
1380700007,Parang,Bgy
1380700008,San Roque,Bgy
1380700009,Santa Elena ,Bgy
1380700010,Santo Niño,Bgy
1380700011,Tañong,Bgy
1380700012,Concepcion Dos,Bgy
1380700013,Marikina Heights,Bgy
1380700014,Industrial Valley,Bgy
1380700015,Fortune,Bgy
1380700016,Tumana,Bgy
1380800000,City of Muntinlupa,City
1380800001,Alabang,Bgy
1380800002,Bayanan,Bgy
1380800003,Buli,Bgy
1380800004,Cupang,Bgy
1380800005,Poblacion,Bgy
1380800006,Putatan,Bgy
1380800007,Sucat,Bgy
1380800008,Tunasan,Bgy
1380800009,New Alabang Village,Bgy
1380900000,City of Navotas,City
1380900001,Sipac-Almacen,Bgy
1380900002,Bagumbayan North,Bgy
1380900003,Bagumbayan South,Bgy
1380900004,Bangculasi,Bgy
1380900005,Daanghari,Bgy
1380900006,Navotas East,Bgy
1380900007,Navotas West,Bgy
1380900008,North Bay Boulevard North,Bgy
1380900009,NBBS Kaunlaran,Bgy
1380900010,San Jose ,Bgy
1380900011,San Rafael Village,Bgy
1380900012,San Roque,Bgy
1380900013,Tangos South,Bgy
1380900014,Tanza 1,Bgy
1380900015,NBBS Dagat-dagatan,Bgy
1380900016,NBBS Proper,Bgy
1380900017,Tangos North,Bgy
1380900018,Tanza 2,Bgy
1381000000,City of Parañaque,City
1381000001,Baclaran,Bgy
1381000002,Don Galo,Bgy
1381000003,La Huerta,Bgy
1381000004,San Dionisio,Bgy
1381000005,Santo Niño,Bgy
1381000006,Tambo,Bgy
1381000007,B. F. Homes,Bgy
1381000008,Don Bosco,Bgy
1381000009,Marcelo Green Village,Bgy
1381000010,Merville,Bgy
1381000011,Moonwalk,Bgy
1381000012,San Antonio,Bgy
1381000013,San Isidro,Bgy
1381000014,San Martin De Porres,Bgy
1381000015,Sun Valley,Bgy
1381000016,Vitalez,Bgy
1381100000,Pasay City,City
1381100001,Barangay 1,Bgy
1381100002,Barangay 2,Bgy
1381100003,Barangay 3,Bgy
1381100004,Barangay 4,Bgy
1381100005,Barangay 5,Bgy
1381100006,Barangay 6,Bgy
1381100007,Barangay 7,Bgy
1381100008,Barangay 8,Bgy
1381100009,Barangay 9,Bgy
1381100010,Barangay 10,Bgy
1381100011,Barangay 11,Bgy
1381100012,Barangay 12,Bgy
1381100013,Barangay 13,Bgy
1381100014,Barangay 14,Bgy
1381100015,Barangay 15,Bgy
1381100016,Barangay 16,Bgy
1381100017,Barangay 17,Bgy
1381100018,Barangay 18,Bgy
1381100019,Barangay 19,Bgy
1381100020,Barangay 20,Bgy
1381100021,Barangay 21,Bgy
1381100022,Barangay 22,Bgy
1381100023,Barangay 23,Bgy
1381100024,Barangay 24,Bgy
1381100025,Barangay 25,Bgy
1381100026,Barangay 26,Bgy
1381100027,Barangay 27,Bgy
1381100028,Barangay 28,Bgy
1381100029,Barangay 29,Bgy
1381100030,Barangay 30,Bgy
1381100031,Barangay 31,Bgy
1381100032,Barangay 32,Bgy
1381100033,Barangay 33,Bgy
1381100034,Barangay 34,Bgy
1381100035,Barangay 35,Bgy
1381100036,Barangay 36,Bgy
1381100037,Barangay 37,Bgy
1381100038,Barangay 38,Bgy
1381100039,Barangay 39,Bgy
1381100040,Barangay 40,Bgy
1381100041,Barangay 41,Bgy
1381100042,Barangay 42,Bgy
1381100043,Barangay 43,Bgy
1381100044,Barangay 44,Bgy
1381100045,Barangay 45,Bgy
1381100046,Barangay 46,Bgy
1381100047,Barangay 47,Bgy
1381100048,Barangay 48,Bgy
1381100049,Barangay 49,Bgy
1381100050,Barangay 50,Bgy
1381100051,Barangay 51,Bgy
1381100052,Barangay 52,Bgy
1381100053,Barangay 53,Bgy
1381100054,Barangay 54,Bgy
1381100055,Barangay 55,Bgy
1381100056,Barangay 56,Bgy
1381100057,Barangay 57,Bgy
1381100058,Barangay 58,Bgy
1381100059,Barangay 59,Bgy
1381100060,Barangay 60,Bgy
1381100061,Barangay 61,Bgy
1381100062,Barangay 62,Bgy
1381100063,Barangay 63,Bgy
1381100064,Barangay 64,Bgy
1381100065,Barangay 65,Bgy
1381100066,Barangay 66,Bgy
1381100067,Barangay 67,Bgy
1381100068,Barangay 68,Bgy
1381100069,Barangay 69,Bgy
1381100070,Barangay 70,Bgy
1381100071,Barangay 71,Bgy
1381100072,Barangay 72,Bgy
1381100073,Barangay 73,Bgy
1381100074,Barangay 74,Bgy
1381100075,Barangay 75,Bgy
1381100076,Barangay 76,Bgy
1381100077,Barangay 77,Bgy
1381100078,Barangay 78,Bgy
1381100079,Barangay 79,Bgy
1381100080,Barangay 80,Bgy
1381100081,Barangay 81,Bgy
1381100082,Barangay 82,Bgy
1381100083,Barangay 83,Bgy
1381100084,Barangay 84,Bgy
1381100085,Barangay 85,Bgy
1381100086,Barangay 86,Bgy
1381100087,Barangay 87,Bgy
1381100088,Barangay 88,Bgy
1381100089,Barangay 89,Bgy
1381100090,Barangay 90,Bgy
1381100091,Barangay 91,Bgy
1381100092,Barangay 92,Bgy
1381100093,Barangay 93,Bgy
1381100094,Barangay 94,Bgy
1381100095,Barangay 95,Bgy
1381100096,Barangay 96,Bgy
1381100097,Barangay 97,Bgy
1381100098,Barangay 98,Bgy
1381100099,Barangay 99,Bgy
1381100100,Barangay 100,Bgy
1381100101,Barangay 101,Bgy
1381100102,Barangay 102,Bgy
1381100103,Barangay 103,Bgy
1381100104,Barangay 104,Bgy
1381100105,Barangay 105,Bgy
1381100106,Barangay 106,Bgy
1381100107,Barangay 107,Bgy
1381100108,Barangay 108,Bgy
1381100109,Barangay 109,Bgy
1381100110,Barangay 110,Bgy
1381100111,Barangay 111,Bgy
1381100112,Barangay 112,Bgy
1381100113,Barangay 113,Bgy
1381100114,Barangay 114,Bgy
1381100115,Barangay 115,Bgy
1381100116,Barangay 116,Bgy
1381100117,Barangay 117,Bgy
1381100118,Barangay 118,Bgy
1381100119,Barangay 119,Bgy
1381100120,Barangay 120,Bgy
1381100121,Barangay 121,Bgy
1381100122,Barangay 122,Bgy
1381100123,Barangay 123,Bgy
1381100124,Barangay 124,Bgy
1381100125,Barangay 125,Bgy
1381100126,Barangay 126,Bgy
1381100127,Barangay 127,Bgy
1381100128,Barangay 128,Bgy
1381100129,Barangay 129,Bgy
1381100130,Barangay 130,Bgy
1381100131,Barangay 131,Bgy
1381100132,Barangay 132,Bgy
1381100133,Barangay 133,Bgy
1381100134,Barangay 134,Bgy
1381100135,Barangay 135,Bgy
1381100136,Barangay 136,Bgy
1381100137,Barangay 137,Bgy
1381100138,Barangay 138,Bgy
1381100139,Barangay 139,Bgy
1381100140,Barangay 140,Bgy
1381100141,Barangay 141,Bgy
1381100142,Barangay 142,Bgy
1381100143,Barangay 143,Bgy
1381100144,Barangay 144,Bgy
1381100145,Barangay 145,Bgy
1381100146,Barangay 146,Bgy
1381100147,Barangay 147,Bgy
1381100148,Barangay 148,Bgy
1381100149,Barangay 149,Bgy
1381100150,Barangay 150,Bgy
1381100151,Barangay 151,Bgy
1381100152,Barangay 152,Bgy
1381100153,Barangay 153,Bgy
1381100154,Barangay 154,Bgy
1381100155,Barangay 155,Bgy
1381100156,Barangay 156,Bgy
1381100157,Barangay 157,Bgy
1381100158,Barangay 158,Bgy
1381100159,Barangay 159,Bgy
1381100160,Barangay 160,Bgy
1381100161,Barangay 161,Bgy
1381100162,Barangay 162,Bgy
1381100163,Barangay 163,Bgy
1381100164,Barangay 164,Bgy
1381100165,Barangay 165,Bgy
1381100166,Barangay 166,Bgy
1381100167,Barangay 167,Bgy
1381100168,Barangay 168,Bgy
1381100169,Barangay 169,Bgy
1381100170,Barangay 170,Bgy
1381100171,Barangay 171,Bgy
1381100172,Barangay 172,Bgy
1381100173,Barangay 173,Bgy
1381100174,Barangay 174,Bgy
1381100175,Barangay 175,Bgy
1381100176,Barangay 176,Bgy
1381100177,Barangay 177,Bgy
1381100178,Barangay 178,Bgy
1381100179,Barangay 179,Bgy
1381100180,Barangay 180,Bgy
1381100181,Barangay 181,Bgy
1381100182,Barangay 182,Bgy
1381100183,Barangay 183,Bgy
1381100184,Barangay 184,Bgy
1381100185,Barangay 185,Bgy
1381100186,Barangay 186,Bgy
1381100187,Barangay 187,Bgy
1381100188,Barangay 188,Bgy
1381100189,Barangay 189,Bgy
1381100190,Barangay 190,Bgy
1381100191,Barangay 191,Bgy
1381100192,Barangay 192,Bgy
1381100193,Barangay 193,Bgy
1381100194,Barangay 194,Bgy
1381100195,Barangay 195,Bgy
1381100196,Barangay 196,Bgy
1381100197,Barangay 197,Bgy
1381100198,Barangay 198,Bgy
1381100199,Barangay 199,Bgy
1381100200,Barangay 200,Bgy
1381100201,Barangay 201,Bgy
1381200000,City of Pasig,City
1381200001,Bagong Ilog,Bgy
1381200002,Bagong Katipunan,Bgy
1381200003,Bambang,Bgy
1381200004,Buting,Bgy
1381200005,Caniogan,Bgy
1381200006,Dela Paz,Bgy
1381200007,Kalawaan,Bgy
1381200008,Kapasigan,Bgy
1381200009,Kapitolyo,Bgy
1381200010,Malinao,Bgy
1381200011,Manggahan,Bgy
1381200012,Maybunga,Bgy
1381200013,Oranbo,Bgy
1381200014,Palatiw,Bgy
1381200015,Pinagbuhatan,Bgy
1381200016,Pineda,Bgy
1381200017,Rosario,Bgy
1381200018,Sagad,Bgy
1381200019,San Antonio,Bgy
1381200020,San Joaquin,Bgy
1381200021,San Jose,Bgy
1381200022,San Miguel,Bgy
1381200023,San Nicolas ,Bgy
1381200024,Santa Cruz,Bgy
1381200025,Santa Rosa,Bgy
1381200026,Santo Tomas,Bgy
1381200027,Santolan,Bgy
1381200028,Sumilang,Bgy
1381200029,Ugong,Bgy
1381200030,Santa Lucia,Bgy
1381300000,Quezon City,City
1381300001,Alicia,Bgy
1381300002,Amihan,Bgy
1381300003,Apolonio Samson,Bgy
1381300004,Aurora,Bgy
1381300005,Baesa,Bgy
1381300006,Bagbag,Bgy
1381300007,Bagumbuhay,Bgy
1381300008,Bagong Lipunan Ng Crame,Bgy
1381300009,Bagong Pag-asa,Bgy
1381300010,Bagong Silangan,Bgy
1381300011,Bagumbayan,Bgy
1381300012,Bahay Toro,Bgy
1381300013,Balingasa,Bgy
1381300014,Bayanihan,Bgy
1381300015,Blue Ridge A,Bgy
1381300016,Blue Ridge B,Bgy
1381300017,Botocan,Bgy
1381300018,Bungad,Bgy
1381300019,Camp Aguinaldo,Bgy
1381300020,Central,Bgy
1381300021,Claro,Bgy
1381300022,Commonwealth,Bgy
1381300023,New Era,Bgy
1381300024,Kristong Hari,Bgy
1381300025,Culiat,Bgy
1381300026,Damar,Bgy
1381300027,Damayan,Bgy
1381300028,Damayang Lagi,Bgy
1381300029,Del Monte,Bgy
1381300030,Dioquino Zobel,Bgy
1381300031,Doña Imelda,Bgy
1381300032,Doña Josefa,Bgy
1381300033,Don Manuel,Bgy
1381300034,Duyan-duyan,Bgy
1381300035,E. Rodriguez,Bgy
1381300036,East Kamias,Bgy
1381300037,Escopa I,Bgy
1381300038,Escopa II,Bgy
1381300039,Escopa III,Bgy
1381300040,Escopa IV,Bgy
1381300041,Fairview,Bgy
1381300042,N.S. Amoranto,Bgy
1381300043,Gulod,Bgy
1381300044,Horseshoe,Bgy
1381300045,Immaculate Concepcion,Bgy
1381300046,Kaligayahan,Bgy
1381300047,Kalusugan,Bgy
1381300048,Kamuning,Bgy
1381300049,Katipunan,Bgy
1381300050,Kaunlaran,Bgy
1381300051,Krus Na Ligas,Bgy
1381300052,Laging Handa,Bgy
1381300053,Libis,Bgy
1381300054,Lourdes,Bgy
1381300055,Loyola Heights,Bgy
1381300056,Maharlika,Bgy
1381300057,Malaya,Bgy
1381300058,Manresa,Bgy
1381300059,Mangga,Bgy
1381300060,Mariana,Bgy
1381300061,Mariblo,Bgy
1381300062,Marilag,Bgy
1381300063,Masagana,Bgy
1381300064,Masambong,Bgy
1381300065,Santo Domingo,Bgy
1381300066,Matandang Balara,Bgy
1381300067,Milagrosa,Bgy
1381300068,Nagkaisang Nayon,Bgy
1381300069,Nayong Kanluran,Bgy
1381300070,Novaliches Proper,Bgy
1381300071,Obrero,Bgy
1381300072,Old Capitol Site,Bgy
1381300073,Paang Bundok,Bgy
1381300074,Pag-ibig Sa Nayon,Bgy
1381300075,Paligsahan,Bgy
1381300076,Paltok,Bgy
1381300077,Pansol,Bgy
1381300078,Paraiso,Bgy
1381300079,Pasong Putik Proper,Bgy
1381300080,Pasong Tamo,Bgy
1381300081,Phil-Am,Bgy
1381300082,Pinyahan,Bgy
1381300083,Pinagkaisahan,Bgy
1381300084,Project 6,Bgy
1381300085,Quirino 2-A,Bgy
1381300086,Quirino 2-B,Bgy
1381300087,Quirino 2-C,Bgy
1381300088,Quirino 3-A,Bgy
1381300089,Ramon Magsaysay,Bgy
1381300090,Roxas,Bgy
1381300091,Sacred Heart,Bgy
1381300092,Saint Ignatius,Bgy
1381300093,Saint Peter,Bgy
1381300094,Salvacion,Bgy
1381300095,San Agustin,Bgy
1381300096,San Antonio,Bgy
1381300097,San Bartolome,Bgy
1381300098,San Isidro,Bgy
1381300099,San Isidro Labrador,Bgy
1381300100,San Jose,Bgy
1381300101,San Martin De Porres,Bgy
1381300102,San Roque,Bgy
1381300103,San Vicente,Bgy
1381300104,Santa Cruz,Bgy
1381300105,Santa Lucia,Bgy
1381300106,Santa Monica,Bgy
1381300107,Santa Teresita,Bgy
1381300108,Santo Cristo,Bgy
1381300109,Santo Niño,Bgy
1381300110,Santol,Bgy
1381300111,Sauyo,Bgy
1381300112,Sienna,Bgy
1381300113,Sikatuna Village,Bgy
1381300114,Silangan,Bgy
1381300115,Socorro,Bgy
1381300116,South Triangle,Bgy
1381300117,Tagumpay,Bgy
1381300118,Talayan,Bgy
1381300119,Talipapa,Bgy
1381300120,Tandang Sora,Bgy
1381300121,Tatalon,Bgy
1381300122,Teachers Village East,Bgy
1381300123,Teachers Village West,Bgy
1381300124,U.P. Campus,Bgy
1381300125,U.P. Village,Bgy
1381300126,Ugong Norte,Bgy
1381300127,Unang Sigaw,Bgy
1381300128,Valencia,Bgy
1381300129,Vasra,Bgy
1381300130,Veterans Village,Bgy
1381300131,Villa Maria Clara,Bgy
1381300132,West Kamias,Bgy
1381300133,West Triangle,Bgy
1381300134,White Plains,Bgy
1381300135,Balong Bato,Bgy
1381300136,Capri,Bgy
1381300137,Sangandaan,Bgy
1381300138,Payatas,Bgy
